platform,score,link,userScore,releaseDate,Title,
3ds,70,https://www.metacritic.com/game/3ds/yo-kai-watch-2-fleshy-souls,7.6,2016-09-30,Yo-kai Watch 2: Fleshy Souls,
3ds,70,https://www.metacritic.com/game/3ds/mercenaries-saga-2-order-of-the-silver-eagle,7.4,2015-07-02,Mercenaries Saga 2: Order Of The Silver Eagle,
3ds,70,https://www.metacritic.com/game/3ds/mario-vs-donkey-kong-tipping-stars,7.4,2015-03-05,Mario vs. Donkey Kong: Tipping Stars,
3ds,70,https://www.metacritic.com/game/3ds/inazuma-eleven-3-team-ogre-attacks!,7,2014-02-14,Inazuma Eleven 3: Team Ogre Attacks!,
3ds,70,https://www.metacritic.com/game/3ds/inazuma-eleven-3-lightning-bolt,7.2,2013-09-27,Inazuma Eleven 3: Lightning Bolt,
3ds,70,https://www.metacritic.com/game/3ds/project-x-zone,7.4,2013-06-25,Project X Zone,
3ds,70,https://www.metacritic.com/game/3ds/aero-porter,7.4,2012-11-29,Aero Porter,
3ds,70,https://www.metacritic.com/game/3ds/pokemon-battle-trozei,7.3,2014-03-20,Pokemon Battle Trozei,
3ds,69,https://www.metacritic.com/game/3ds/code-name-steam,7.8,2015-03-13,Code Name: S.T.E.A.M.,
3ds,69,https://www.metacritic.com/game/3ds/pokemon-super-mystery-dungeon,8.3,2015-11-20,Pokemon Super Mystery Dungeon,
3ds,69,https://www.metacritic.com/game/3ds/final-fantasy-explorers,8.5,2016-01-26,Final Fantasy Explorers,
3ds,69,https://www.metacritic.com/game/3ds/river-city-tokyo-rumble,7.4,2016-09-27,River City: Tokyo Rumble,
3ds,69,https://www.metacritic.com/game/3ds/mario-tennis-open,6.9,2012-05-20,Mario Tennis Open,
3ds,69,https://www.metacritic.com/game/3ds/dr-mario-miracle-cure,6.5,2015-06-11,Dr. Mario: Miracle Cure,
3ds,69,https://www.metacritic.com/game/3ds/shinobi,7.4,2011-11-15,Shinobi,
3ds,69,https://www.metacritic.com/game/3ds/kirbys-blowout-blast,7.1,2017-07-06,Kirby's Blowout Blast,
3ds,69,https://www.metacritic.com/game/3ds/fire-emblem-warriors,8,2017-10-20,Fire Emblem Warriors,
3ds,69,https://www.metacritic.com/game/3ds/hey!-pikmin,6.6,2017-07-28,Hey! Pikmin,
3ds,69,https://www.metacritic.com/game/3ds/the-legend-of-kusakari,,2016-08-25,The Legend of Kusakari,
3ds,69,https://www.metacritic.com/game/3ds/brain-age-concentration-training,7.4,2013-02-10,Brain Age: Concentration Training,
3ds,69,https://www.metacritic.com/game/3ds/heroes-of-ruin,7.5,2012-07-17,Heroes of Ruin,
3ds,69,https://www.metacritic.com/game/3ds/dillons-dead-heat-breakers,7.7,2018-05-24,Dillon's Dead-Heat Breakers,
3ds,69,https://www.metacritic.com/game/3ds/ultimate-nes-remix,7.7,2014-11-07,Ultimate NES Remix,
3ds,69,https://www.metacritic.com/game/3ds/liberation-maiden,7.6,2012-10-25,Liberation Maiden,
3ds,68,https://www.metacritic.com/game/3ds/scribblenauts-unmasked-a-dc-comics-adventure,6.3,2013-09-24,Scribblenauts Unmasked: A DC Comics Adventure,
3ds,68,https://www.metacritic.com/game/3ds/picross-e2,7.1,2013-07-25,Picross e2,
3ds,68,https://www.metacritic.com/game/3ds/airace-speed,7.6,2013-09-19,AiRace Speed,
3ds,68,https://www.metacritic.com/game/3ds/freakyforms-your-creations-alive!,7.7,2011-11-10,"Freakyforms: Your Creations, Alive!",
3ds,68,https://www.metacritic.com/game/3ds/batman-arkham-origins-blackgate,7,2013-10-25,Batman: Arkham Origins Blackgate,
3ds,68,https://www.metacritic.com/game/3ds/star-wars-pinball,5.4,2013-09-19,Star Wars Pinball,
3ds,68,https://www.metacritic.com/game/3ds/mario-party-star-rush,6.9,2016-11-04,Mario Party: Star Rush,
3ds,68,https://www.metacritic.com/game/3ds/tokyo-crash-mobs,7.4,2013-01-17,Tokyo Crash Mobs,
3ds,68,https://www.metacritic.com/game/3ds/picross-e4,,2014-05-01,Picross e4,
3ds,68,https://www.metacritic.com/game/3ds/lord-of-magna-maiden-heaven,7.6,2015-06-02,Lord of Magna: Maiden Heaven,
3ds,68,https://www.metacritic.com/game/3ds/3d-classics-twinbee,7.5,2011-09-22,3D Classics: TwinBee,
3ds,68,https://www.metacritic.com/game/3ds/dillons-rolling-western-the-last-ranger,7,2013-04-11,Dillon's Rolling Western: The Last Ranger,
3ds,68,https://www.metacritic.com/game/3ds/skylanders-swap-force,6.4,2013-10-13,Skylanders Swap Force,
3ds,68,https://www.metacritic.com/game/3ds/tetris-ultimate,4.4,2014-11-11,Tetris Ultimate,
3ds,67,https://www.metacritic.com/game/3ds/the-legend-of-legacy,7.1,2015-10-13,The Legend of Legacy,
3ds,67,https://www.metacritic.com/game/3ds/yo-kai-watch-blasters-red-cat-corps,7.5,2018-09-07,Yo-kai Watch Blasters: Red Cat Corps,
3ds,67,https://www.metacritic.com/game/3ds/fifa-soccer-12,4.2,2011-09-27,FIFA Soccer 12,
3ds,67,https://www.metacritic.com/game/3ds/adventure-time-hey-ice-king!-whyd-you-steal-our-garbage!,7.2,2012-11-13,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,
3ds,67,https://www.metacritic.com/game/3ds/mahjong-cub3d,5.3,2011-10-11,Mahjong Cub3d,
3ds,67,https://www.metacritic.com/game/3ds/yo-kai-watch-blasters-white-dog-squad,7.3,2018-09-07,Yo-kai Watch Blasters: White Dog Squad,
3ds,67,https://www.metacritic.com/game/3ds/code-of-princess,7.4,2012-10-09,Code of Princess,
3ds,67,https://www.metacritic.com/game/3ds/urban-trial-freestyle-2,6.3,2017-03-30,Urban Trial Freestyle 2,
3ds,67,https://www.metacritic.com/game/3ds/lego-star-wars-iii-the-clone-wars,6.3,2011-03-27,LEGO Star Wars III: The Clone Wars,
3ds,67,https://www.metacritic.com/game/3ds/miitopia,7.8,2017-07-28,Miitopia,
3ds,66,https://www.metacritic.com/game/3ds/sonic-generations,6.8,2011-11-22,Sonic Generations,
3ds,66,https://www.metacritic.com/game/3ds/kirby-fighters-deluxe,7.5,2014-08-29,Kirby Fighters Deluxe,
3ds,66,https://www.metacritic.com/game/3ds/animal-crossing-happy-home-designer,6.9,2015-09-25,Animal Crossing: Happy Home Designer,
3ds,66,https://www.metacritic.com/game/3ds/airace-xeno,6.9,2014-06-12,AiRace Xeno,
3ds,66,https://www.metacritic.com/game/3ds/picross-e3,7,2013-10-03,Picross e3,
3ds,66,https://www.metacritic.com/game/3ds/mario-sonic-at-the-london-2012-olympic-games,6.4,2012-02-14,Mario & Sonic at the London 2012 Olympic Games,
3ds,65,https://www.metacritic.com/game/3ds/nintendo-pocket-football-club,7.4,2014-04-17,Nintendo Pocket Football Club,
3ds,65,https://www.metacritic.com/game/3ds/unchained-blades,7.7,2013-01-03,Unchained Blades,
3ds,65,https://www.metacritic.com/game/3ds/dillons-rolling-western,7.5,2012-02-22,Dillon's Rolling Western,
3ds,65,https://www.metacritic.com/game/3ds/need-for-speed-the-run,6.6,2011-11-15,Need for Speed: The Run,
3ds,65,https://www.metacritic.com/game/3ds/dededes-drum-dash-deluxe,7,2014-08-29,Dedede's Drum Dash Deluxe,
3ds,65,https://www.metacritic.com/game/3ds/resident-evil-the-mercenaries-3d,6.6,2011-06-28,Resident Evil: The Mercenaries 3D,
3ds,64,https://www.metacritic.com/game/3ds/yoshis-new-island,6.2,2014-03-14,Yoshi's New Island,
3ds,64,https://www.metacritic.com/game/3ds/bloo-kid-2,,2015-05-07,Bloo Kid 2,
3ds,64,https://www.metacritic.com/game/3ds/metroid-prime-federation-force,5.5,2016-08-19,Metroid Prime: Federation Force,
3ds,64,https://www.metacritic.com/game/3ds/tekken-3d-prime-edition,6.2,2012-02-14,Tekken 3D Prime Edition,
3ds,64,https://www.metacritic.com/game/3ds/tank-troopers,5.8,2017-02-16,Tank Troopers,
3ds,64,https://www.metacritic.com/game/3ds/the-delusions-of-von-sottendorff-and-his-squared-mind,6.8,2015-12-17,The Delusions of Von Sottendorff and His Squared Mind,
3ds,64,https://www.metacritic.com/game/3ds/tappingo,6.4,2014-02-27,Tappingo,
3ds,64,https://www.metacritic.com/game/3ds/urban-trial-freestyle,7.5,2013-06-27,Urban Trial Freestyle,
3ds,64,https://www.metacritic.com/game/3ds/spongebob-squigglepants-3d,6.1,2011-05-17,SpongeBob Squigglepants 3D,
3ds,64,https://www.metacritic.com/game/3ds/blazblue-continuum-shift-ii,6.2,2011-05-31,BlazBlue: Continuum Shift II,
3ds,64,https://www.metacritic.com/game/3ds/rpg-maker-fes,5.8,2017-06-27,RPG Maker Fes,
3ds,63,https://www.metacritic.com/game/3ds/disney-epic-mickey-the-power-of-illusion,5.9,2012-11-18,Disney Epic Mickey: The Power of Illusion,
3ds,63,https://www.metacritic.com/game/3ds/harvest-moon-3d-the-tale-of-two-towns,6.5,2011-11-01,Harvest Moon 3D: The Tale of Two Towns,
3ds,63,https://www.metacritic.com/game/3ds/radiohammer,,2015-12-10,Radiohammer,
3ds,63,https://www.metacritic.com/game/3ds/sonic-all-stars-racing-transformed,5.5,2013-02-12,Sonic & All-Stars Racing Transformed,
3ds,63,https://www.metacritic.com/game/3ds/titan-attacks!,,2015-02-26,Titan Attacks!,
3ds,63,https://www.metacritic.com/game/3ds/ace-combat-assault-horizon-legacy+,5.8,2015-02-10,Ace Combat: Assault Horizon Legacy+,
3ds,63,https://www.metacritic.com/game/3ds/freakyforms-deluxe-your-creations-alive!,7.5,2012-11-05,"Freakyforms Deluxe: Your Creations, Alive!",
3ds,63,https://www.metacritic.com/game/3ds/ninja-usagimaru-the-mysterious-karakuri-castle,,2016-09-29,Ninja Usagimaru: The Mysterious Karakuri Castle,
3ds,63,https://www.metacritic.com/game/3ds/samurai-warriors-chronicles-3,6.1,2015-06-30,Samurai Warriors Chronicles 3,
3ds,63,https://www.metacritic.com/game/3ds/weapon-shop-de-omasse,7.4,2014-02-20,Weapon Shop de Omasse,
3ds,62,https://www.metacritic.com/game/3ds/river-city-knights-of-justice,7.6,2017-06-20,River City: Knights of Justice,
3ds,62,https://www.metacritic.com/game/3ds/lets-golf-3d,6.5,2011-07-28,Let's Golf 3D,
3ds,62,https://www.metacritic.com/game/3ds/moco-moco-friends,5.8,2015-11-17,Moco Moco Friends,
3ds,62,https://www.metacritic.com/game/3ds/sonic-boom-fire-ice,7.1,2016-09-27,Sonic Boom: Fire & Ice,
3ds,62,https://www.metacritic.com/game/3ds/angry-birds-trilogy,5,2012-09-25,Angry Birds Trilogy,
3ds,62,https://www.metacritic.com/game/3ds/mario-sports-superstars,7.4,2017-03-24,Mario Sports Superstars,
ds,93,https://www.metacritic.com/game/ds/flipnote-studio,7.5,2009-08-12,Flipnote Studio,
ds,85,https://www.metacritic.com/game/ds/shantae-riskys-revenge,7.7,2010-10-04,Shantae: Risky's Revenge,
ds,85,https://www.metacritic.com/game/ds/the-legend-of-zelda-four-swords-anniversary-edition,7.5,2011-09-28,The Legend of Zelda: Four Swords Anniversary Edition,#REF!
ds,84,https://www.metacritic.com/game/ds/dark-void-zero,7.2,2010-01-18,Dark Void Zero,76.5
ds,83,https://www.metacritic.com/game/ds/clubhouse-games,7.8,2006-10-09,Clubhouse Games,
ds,83,https://www.metacritic.com/game/ds/mighty-flip-champs!,7.7,2009-06-01,Mighty Flip Champs!,
ds,83,https://www.metacritic.com/game/ds/art-style-pictobits,7.6,2009-05-18,Art Style: PiCTOBiTS,
ds,83,https://www.metacritic.com/game/ds/dragon-quest-wars,5.1,2009-09-28,Dragon Quest Wars,
ds,82,https://www.metacritic.com/game/ds/mario-vs-donkey-kong-minis-march-again!,8,2009-06-08,Mario vs. Donkey Kong: Minis March Again!,
ds,82,https://www.metacritic.com/game/ds/starship-defense,7.3,2010-01-18,Starship Defense,
ds,81,https://www.metacritic.com/game/ds/mighty-milky-way,7.9,2011-05-09,Mighty Milky Way,
ds,78,https://www.metacritic.com/game/ds/asphalt-4-elite-racing,7.8,2009-07-06,Asphalt 4: Elite Racing,
ds,78,https://www.metacritic.com/game/ds/soul-of-darkness,7,2010-07-05,Soul of Darkness,
ds,78,https://www.metacritic.com/game/ds/alphabounce,6.8,2010-04-12,AlphaBounce,
ds,77,https://www.metacritic.com/game/ds/pop-island,7.8,2009-12-07,Pop Island,
ds,77,https://www.metacritic.com/game/ds/art-style-base-10,,2009-07-06,Art Style: BASE 10,
ds,77,https://www.metacritic.com/game/ds/dodogo!,,2010-04-26,DodoGo!,
ds,77,https://www.metacritic.com/game/ds/trajectile,,2010-01-04,Trajectile,
ds,76,https://www.metacritic.com/game/ds/dr-mario-express,7.3,2009-04-20,Dr. Mario Express,
ds,76,https://www.metacritic.com/game/ds/antipole,,2011-07-21,Antipole,
ds,74,https://www.metacritic.com/game/ds/inazuma-eleven-2-firestorm,8.3,2012-03-16,Inazuma Eleven 2: Firestorm,
ds,74,https://www.metacritic.com/game/ds/inazuma-eleven-2-blizzard,8.2,2012-03-16,Inazuma Eleven 2: Blizzard,
ds,74,https://www.metacritic.com/game/ds/inazuma-eleven,7.8,2011-08-26,Inazuma Eleven,
ds,74,https://www.metacritic.com/game/ds/99bullets,,2011-05-23,99Bullets,
ds,74,https://www.metacritic.com/game/ds/zoonies---escape-from-makatu,,2011-08-18,Zoonies - Escape From Makatu,
ds,73,https://www.metacritic.com/game/ds/prism-light-the-way,,2007-10-17,Prism: Light the Way,
ds,72,https://www.metacritic.com/game/ds/go!-go!-kokopolo,,2011-08-11,Go! Go! Kokopolo,
ds,72,https://www.metacritic.com/game/ds/dodogo!-robo,,2011-04-18,DodoGo! Robo,
ds,71,https://www.metacritic.com/game/ds/save-the-turtles,7.9,2010-03-29,Save the Turtles,
ds,71,https://www.metacritic.com/game/ds/bird-beans,7.5,2009-04-05,Bird & Beans,
ds,70,https://www.metacritic.com/game/ds/art-style-aquia,7.3,2009-04-05,Art Style: AQUIA,
ds,70,https://www.metacritic.com/game/ds/photo-dojo,7.2,2010-05-10,Photo Dojo,
ds,81,https://www.metacritic.com/game/ds/personal-trainer-cooking,7.8,2008-11-24,Personal Trainer: Cooking,
ds,88,https://www.metacritic.com/game/ds/meteos,7.4,2005-06-28,Meteos,
ds,81,https://www.metacritic.com/game/ds/super-scribblenauts,8.3,2010-10-12,Super Scribblenauts,
ds,86,https://www.metacritic.com/game/ds/planet-puzzle-league,7.8,2007-06-04,Planet Puzzle League,
ds,80,https://www.metacritic.com/game/ds/lego-rock-band,7.6,2009-11-03,LEGO Rock Band,
ds,83,https://www.metacritic.com/game/ds/bleach-the-blade-of-fate,7.3,2007-10-09,Bleach: The Blade of Fate,
ds,79,https://www.metacritic.com/game/ds/scribblenauts,7.6,2009-09-15,Scribblenauts,
ds,79,https://www.metacritic.com/game/ds/the-new-york-times-crosswords,6.7,2007-05-29,The New York Times Crosswords,
ds,82,https://www.metacritic.com/game/ds/puzzle-quest-challenge-of-the-warlords,8.2,2007-03-20,Puzzle Quest: Challenge of the Warlords,
ds,83,https://www.metacritic.com/game/ds/picross-3d,8,2010-05-03,Picross 3D,
ds,76,https://www.metacritic.com/game/ds/touchmaster-2,,2008-10-21,TouchMaster 2,
ds,85,https://www.metacritic.com/game/ds/metroid-prime-hunters,7.9,2006-03-20,Metroid Prime: Hunters,
ds,77,https://www.metacritic.com/game/ds/brain-age-2-more-training-in-minutes-a-day,7.3,2007-08-20,Brain Age 2: More Training in Minutes a Day,
ds,81,https://www.metacritic.com/game/ds/tiger-woods-pga-tour-08,7.6,2007-08-28,Tiger Woods PGA Tour 08,
ds,80,https://www.metacritic.com/game/ds/lego-indiana-jones-the-original-adventures,7.9,2008-06-03,LEGO Indiana Jones: The Original Adventures,
ds,77,https://www.metacritic.com/game/ds/wordjong,7.7,2007-11-16,WordJong,
ds,77,https://www.metacritic.com/game/ds/brain-age-train-your-brain-in-minutes-a-day!,7.7,2006-04-17,Brain Age: Train Your Brain in Minutes a Day!,
ds,75,https://www.metacritic.com/game/ds/speed-racer,7.4,2008-05-06,Speed Racer,
ds,77,https://www.metacritic.com/game/ds/bejeweled-twist,,2010-01-18,Bejeweled Twist,
ds,79,https://www.metacritic.com/game/ds/geometry-wars-galaxies,7.9,2007-11-27,Geometry Wars: Galaxies,
ds,79,https://www.metacritic.com/game/ds/rock-band-3,5.5,2010-10-26,Rock Band 3,
ds,83,https://www.metacritic.com/game/ds/ninja-gaiden-dragon-sword,7.8,2008-03-25,Ninja Gaiden: Dragon Sword,
ds,80,https://www.metacritic.com/game/ds/locks-quest,8.3,2008-09-08,Lock's Quest,
ds,78,https://www.metacritic.com/game/ds/big-bang-mini,8.2,2009-01-21,Big Bang Mini,
ds,81,https://www.metacritic.com/game/ds/worms-open-warfare-2,8.1,2007-09-04,Worms: Open Warfare 2,
ds,82,https://www.metacritic.com/game/ds/n+,7.5,2008-08-26,N+,
ds,84,https://www.metacritic.com/game/ds/peggle-dual-shot,7.8,2009-02-27,Peggle: Dual Shot,
ds,83,https://www.metacritic.com/game/ds/picross-ds,8,2007-07-30,Picross DS,
ds,84,https://www.metacritic.com/game/ds/professor-layton-and-the-diabolical-box,8.6,2009-08-24,Professor Layton and the Diabolical Box,
ds,91,https://www.metacritic.com/game/ds/mario-kart-ds,8.6,2005-11-14,Mario Kart DS,
ds,87,https://www.metacritic.com/game/ds/elite-beat-agents,8.5,2006-11-06,Elite Beat Agents,
ds,83,https://www.metacritic.com/game/ds/nintendogs-chihuahua-friends,8.1,2005-08-22,Nintendogs: Chihuahua & Friends,
ds,83,https://www.metacritic.com/game/ds/nintendogs-lab-friends,7.7,2005-08-22,Nintendogs: Lab & Friends,
ds,84,https://www.metacritic.com/game/ds/tony-hawks-american-sk8land,7.9,2005-11-16,Tony Hawk's American Sk8land,
ds,79,https://www.metacritic.com/game/ds/tony-hawks-proving-ground,6.7,2007-10-15,Tony Hawk's Proving Ground,
ds,74,https://www.metacritic.com/game/ds/big-brain-academy,7.5,2006-06-05,Big Brain Academy,
ds,72,https://www.metacritic.com/game/ds/jam-sessions,5.3,2007-09-11,Jam Sessions,
ds,73,https://www.metacritic.com/game/ds/puchi-puchi-virus,,2009-05-20,Puchi Puchi Virus,
ds,90,https://www.metacritic.com/game/ds/mario-luigi-bowsers-inside-story,8.8,2009-09-14,Mario & Luigi: Bowser's Inside Story,
ds,83,https://www.metacritic.com/game/ds/nintendogs-dachshund-friends,8,2005-08-22,Nintendogs: Dachshund & Friends,
ds,85,https://www.metacritic.com/game/ds/space-invaders-extreme,7.8,2008-06-17,Space Invaders Extreme,
ds,85,https://www.metacritic.com/game/ds/professor-layton-and-the-curious-village,8.5,2008-02-10,Professor Layton and the Curious Village,
ds,89,https://www.metacritic.com/game/ds/new-super-mario-bros,8.5,2006-05-15,New Super Mario Bros.,
ds,86,https://www.metacritic.com/game/ds/might-magic-clash-of-heroes,7.6,2009-12-01,Might & Magic: Clash of Heroes,
ds,83,https://www.metacritic.com/game/ds/nintendogs-dalmatian-friends,7.5,2006-10-16,Nintendogs: Dalmatian & Friends,
ds,75,https://www.metacritic.com/game/ds/feel-the-magic-xyxx,8.2,2004-11-16,Feel the Magic: XY/XX,
ds,88,https://www.metacritic.com/game/ds/the-world-ends-with-you,8.6,2008-04-22,The World Ends with You,
ds,82,https://www.metacritic.com/game/ds/warioware-diy,8.2,2010-03-28,WarioWare D.I.Y.,
ds,75,https://www.metacritic.com/game/ds/puzzle-quest-galactrix,6.6,2009-02-24,Puzzle Quest: Galactrix,
ds,76,https://www.metacritic.com/game/ds/mechanic-master,,2008-10-21,Mechanic Master,
ds,75,https://www.metacritic.com/game/ds/zubo,7.6,2009-03-10,Zubo,
ds,82,https://www.metacritic.com/game/ds/henry-hatsworth-in-the-puzzling-adventure,8,2009-03-17,Henry Hatsworth in the Puzzling Adventure,
ds,80,https://www.metacritic.com/game/ds/lego-star-wars-the-complete-saga,6.2,2007-11-06,LEGO Star Wars: The Complete Saga,
ds,73,https://www.metacritic.com/game/ds/polarium,8.4,2005-04-18,Polarium,
ds,78,https://www.metacritic.com/game/ds/robocalypse,8.2,2008-11-17,Robocalypse,
ds,79,https://www.metacritic.com/game/ds/spider-man-3,6.6,2007-05-04,Spider-Man 3,
ds,78,https://www.metacritic.com/game/ds/alice-in-wonderland,9,2010-03-02,Alice in Wonderland,
ds,83,https://www.metacritic.com/game/ds/kirby-mass-attack,8.1,2011-09-19,Kirby Mass Attack,
ds,80,https://www.metacritic.com/game/ds/sid-meiers-civilization-revolution,7.8,2008-07-08,Sid Meier's Civilization Revolution,
ds,75,https://www.metacritic.com/game/ds/de-blob-2,8.3,2011-02-22,de Blob 2,
ds,80,https://www.metacritic.com/game/ds/ninjatown,8.4,2008-10-28,Ninjatown,
ds,86,https://www.metacritic.com/game/ds/professor-layton-and-the-unwound-future,8.8,2010-09-12,Professor Layton and the Unwound Future,
ds,74,https://www.metacritic.com/game/ds/meteos-disney-magic,6.6,2007-02-20,Meteos: Disney Magic,
ds,79,https://www.metacritic.com/game/ds/mario-vs-donkey-kong-mini-land-mayhem,7.9,2010-11-14,Mario vs. Donkey Kong: Mini-Land Mayhem,
ds,81,https://www.metacritic.com/game/ds/plants-vs-zombies,7.9,2011-01-18,Plants vs. Zombies,
ds,82,https://www.metacritic.com/game/ds/space-invaders-extreme-2,7.1,2009-10-19,Space Invaders Extreme 2,
ds,82,https://www.metacritic.com/game/ds/dawn-of-discovery,7.3,2009-06-17,Dawn of Discovery,
ds,81,https://www.metacritic.com/game/ds/trauma-center-under-the-knife,8.3,2005-10-04,Trauma Center: Under the Knife,
ds,76,https://www.metacritic.com/game/ds/tony-hawks-downhill-jam,7.3,2006-10-24,Tony Hawk's Downhill Jam,
ds,82,https://www.metacritic.com/game/ds/sonic-rush,8.2,2005-11-15,Sonic Rush,
ds,80,https://www.metacritic.com/game/ds/age-of-empires-the-age-of-kings,8,2006-02-14,Age of Empires: The Age of Kings,
ds,85,https://www.metacritic.com/game/ds/radiant-historia,8.7,2011-02-22,Radiant Historia,
ds,79,https://www.metacritic.com/game/ds/grid,8.1,2008-08-05,GRID,
ds,90,https://www.metacritic.com/game/ds/the-legend-of-zelda-phantom-hourglass,8,2007-10-01,The Legend of Zelda: Phantom Hourglass,
ds,74,https://www.metacritic.com/game/ds/zoo-keeper,7.5,2005-01-18,Zoo Keeper,
ds,75,https://www.metacritic.com/game/ds/bust-a-move-ds,7.3,2005-12-06,Bust-A-Move DS,
ds,75,https://www.metacritic.com/game/ds/art-academy,8,2010-10-26,Art Academy,
ds,93,https://www.metacritic.com/game/ds/grand-theft-auto-chinatown-wars,8.2,2009-03-17,Grand Theft Auto: Chinatown Wars,
ds,78,https://www.metacritic.com/game/ds/soul-bubbles,8,2008-06-10,Soul Bubbles,
ds,86,https://www.metacritic.com/game/ds/advance-wars-days-of-ruin,8.6,2008-01-21,Advance Wars: Days of Ruin,
ds,84,https://www.metacritic.com/game/ds/tetris-ds,7.9,2006-03-20,Tetris DS,
ds,85,https://www.metacritic.com/game/ds/final-fantasy-iv,8.4,2008-07-21,Final Fantasy IV,
ds,86,https://www.metacritic.com/game/ds/kirby-canvas-curse,7.8,2005-06-13,Kirby: Canvas Curse,
ds,73,https://www.metacritic.com/game/ds/new-international-track-field,6.8,2008-07-22,New International Track & Field,
ds,82,https://www.metacritic.com/game/ds/bleach-dark-souls,7.7,2008-10-07,Bleach: Dark Souls,
ds,78,https://www.metacritic.com/game/ds/broken-sword-shadow-of-the-templars---the-directors-cut,8.2,2009-03-24,Broken Sword: Shadow of the Templars - The Director's Cut,
ds,78,https://www.metacritic.com/game/ds/sonic-sega-all-stars-racing,7.9,2010-02-23,Sonic & Sega All-Stars Racing,
