title,platform,score,releaseDate,link
"Quantum Conundrum","xbox360",76,"2012-07-11","https://www.metacritic.com/game/xbox-360/quantum-conundrum"
"R-Type Dimensions","xbox360",76,"2009-02-04","https://www.metacritic.com/game/xbox-360/r-type-dimensions"
"Race Pro","xbox360",72,"2009-02-17","https://www.metacritic.com/game/xbox-360/race-pro"
"Raiden Fighters Aces","xbox360",73,"2009-05-07","https://www.metacritic.com/game/xbox-360/raiden-fighters-aces"
"Raskulls","xbox360",75,"2010-12-29","https://www.metacritic.com/game/xbox-360/raskulls"
"Record of Agarest War","xbox360",71,"2010-04-26","https://www.metacritic.com/game/xbox-360/record-of-agarest-war"
"Red Faction: Armageddon","xbox360",71,"2011-06-07","https://www.metacritic.com/game/xbox-360/red-faction-armageddon"
"Remember Me","xbox360",70,"2013-06-04","https://www.metacritic.com/game/xbox-360/remember-me"
"Resident Evil 5: Desperate Escape","xbox360",76,"2010-03-03","https://www.metacritic.com/game/xbox-360/resident-evil-5-desperate-escape"
"Resident Evil: Revelations","xbox360",75,"2013-05-21","https://www.metacritic.com/game/xbox-360/resident-evil-revelations"
"Resonance of Fate","xbox360",74,"2010-03-16","https://www.metacritic.com/game/xbox-360/resonance-of-fate"
"Retro City Rampage","xbox360",71,"2013-01-02","https://www.metacritic.com/game/xbox-360/retro-city-rampage"
"Ridge Racer 6","xbox360",74,"2005-11-17","https://www.metacritic.com/game/xbox-360/ridge-racer-6"
"Ridge Racer Unbounded","xbox360",71,"2012-03-27","https://www.metacritic.com/game/xbox-360/ridge-racer-unbounded"
"Robert Ludlum's The Bourne Conspiracy","xbox360",71,"2008-06-03","https://www.metacritic.com/game/xbox-360/robert-ludlums-the-bourne-conspiracy"
"RoboBlitz","xbox360",76,"2006-11-28","https://www.metacritic.com/game/xbox-360/roboblitz"
"Rock of Ages","xbox360",72,"2011-08-31","https://www.metacritic.com/game/xbox-360/rock-of-ages"
"Rocket Knight","xbox360",72,"2010-05-12","https://www.metacritic.com/game/xbox-360/rocket-knight"
"Sacred 2: Fallen Angel","xbox360",71,"2009-05-11","https://www.metacritic.com/game/xbox-360/sacred-2-fallen-angel"
"Sam & Max: Beyond Time and Space","xbox360",75,"2009-10-14","https://www.metacritic.com/game/xbox-360/sam-max-beyond-time-and-space"
"Sam & Max: Save the World","xbox360",74,"2009-06-17","https://www.metacritic.com/game/xbox-360/sam-max-save-the-world"
"Samurai Shodown II","xbox360",72,"2008-09-10","https://www.metacritic.com/game/xbox-360/samurai-shodown-ii"
"SBK X: Superbike World Championship","xbox360",74,"2010-12-07","https://www.metacritic.com/game/xbox-360/sbk-x-superbike-world-championship"
"Scene It? Box Office Smash","xbox360",76,"2008-10-28","https://www.metacritic.com/game/xbox-360/scene-it-box-office-smash"
"Scene It? Lights, Camera, Action","xbox360",73,"2007-11-06","https://www.metacritic.com/game/xbox-360/scene-it-lights-camera-action"
"Scene It? Movie Night","xbox360",70,"2011-11-30","https://www.metacritic.com/game/xbox-360/scene-it-movie-night"
"Scott Pilgrim vs. the World: The Game","xbox360",73,"2010-08-25","https://www.metacritic.com/game/xbox-360/scott-pilgrim-vs-the-world-the-game"
"Section 8","xbox360",69,"2009-09-01","https://www.metacritic.com/game/xbox-360/section-8"
"Section 8: Prejudice","xbox360",76,"2011-04-20","https://www.metacritic.com/game/xbox-360/section-8-prejudice"
"SEGA Rally Online Arcade","xbox360",70,"2011-05-18","https://www.metacritic.com/game/xbox-360/sega-rally-online-arcade"
"Serious Sam HD: The Second Encounter","xbox360",72,"2010-09-22","https://www.metacritic.com/game/xbox-360/serious-sam-hd-the-second-encounter"
"Shadows of the Damned","xbox360",76,"2011-06-21","https://www.metacritic.com/game/xbox-360/shadows-of-the-damned"
"Shank","xbox360",71,"2010-08-25","https://www.metacritic.com/game/xbox-360/shank"
"Silent Hill: Homecoming","xbox360",70,"2008-09-30","https://www.metacritic.com/game/xbox-360/silent-hill-homecoming"
"Singularity","xbox360",76,"2010-06-29","https://www.metacritic.com/game/xbox-360/singularity"
"SkyDrift","xbox360",77,"2011-09-07","https://www.metacritic.com/game/xbox-360/skydrift"
"Small Arms","xbox360",73,"2006-11-22","https://www.metacritic.com/game/xbox-360/small-arms"
"Smash T.V.","xbox360",75,"2005-11-24","https://www.metacritic.com/game/xbox-360/smash-tv"
"Sonic & Sega All-Stars Racing with Banjo-Kazooie","xbox360",75,"2010-02-23","https://www.metacritic.com/game/xbox-360/sonic-sega-all-stars-racing-with-banjo-kazooie"
"Sonic the Hedgehog 4: Episode I","xbox360",72,"2010-10-13","https://www.metacritic.com/game/xbox-360/sonic-the-hedgehog-4-episode-i"
"SoulCalibur II HD Online","xbox360",76,"2013-11-20","https://www.metacritic.com/game/xbox-360/soulcalibur-ii-hd-online"
"South Park Let's Go Tower Defense Play!","xbox360",72,"2009-10-07","https://www.metacritic.com/game/xbox-360/south-park-lets-go-tower-defense-play!"
"Spec Ops: The Line","xbox360",76,"2012-06-26","https://www.metacritic.com/game/xbox-360/spec-ops-the-line"
"Spider-Man: Shattered Dimensions","xbox360",76,"2010-09-07","https://www.metacritic.com/game/xbox-360/spider-man-shattered-dimensions"
"Stacking: The Lost Hobo King","xbox360",71,"2011-04-06","https://www.metacritic.com/game/xbox-360/stacking-the-lost-hobo-king"
"Star Ocean: The Last Hope","xbox360",72,"2009-02-24","https://www.metacritic.com/game/xbox-360/star-ocean-the-last-hope"
"Star Wars: The Force Unleashed","xbox360",73,"2008-09-16","https://www.metacritic.com/game/xbox-360/star-wars-the-force-unleashed"
"Stoked: Big Air Edition","xbox360",72,"2009-11-23","https://www.metacritic.com/game/xbox-360/stoked-big-air-edition"
"Street Fighter II' Hyper Fighting","xbox360",76,"2006-08-02","https://www.metacritic.com/game/xbox-360/street-fighter-ii-hyper-fighting"
"Streets of Rage 2","xbox360",76,"2007-08-29","https://www.metacritic.com/game/xbox-360/streets-of-rage-2"
"Strider","xbox360",76,"2014-02-19","https://www.metacritic.com/game/xbox-360/strider"
"Stuntman: Ignition","xbox360",75,"2007-08-28","https://www.metacritic.com/game/xbox-360/stuntman-ignition"
"Supreme Commander 2","xbox360",75,"2010-03-17","https://www.metacritic.com/game/xbox-360/supreme-commander-2"
"Syndicate","xbox360",74,"2012-02-21","https://www.metacritic.com/game/xbox-360/syndicate"
"The Adventures of Shuggy","xbox360",77,"2011-06-15","https://www.metacritic.com/game/xbox-360/the-adventures-of-shuggy"
"The Bigs 2","xbox360",76,"2009-07-07","https://www.metacritic.com/game/xbox-360/the-bigs-2"
"The Bridge","xbox360",76,"2013-11-13","https://www.metacritic.com/game/xbox-360/the-bridge"
"The Cave","xbox360",70,"2013-01-23","https://www.metacritic.com/game/xbox-360/the-cave"
"The Club","xbox360",76,"2008-02-19","https://www.metacritic.com/game/xbox-360/the-club"
"The Dishwasher: Dead Samurai","xbox360",75,"2009-04-01","https://www.metacritic.com/game/xbox-360/the-dishwasher-dead-samurai"
"The Elder Scrolls V: Skyrim - Dawnguard","xbox360",73,"2012-06-26","https://www.metacritic.com/game/xbox-360/the-elder-scrolls-v-skyrim---dawnguard"
"The Godfather","xbox360",77,"2006-09-19","https://www.metacritic.com/game/xbox-360/the-godfather"
"The Gunstringer","xbox360",77,"2011-09-13","https://www.metacritic.com/game/xbox-360/the-gunstringer"
"The Maw","xbox360",75,"2009-01-21","https://www.metacritic.com/game/xbox-360/the-maw"
"The Outfit","xbox360",70,"2006-03-13","https://www.metacritic.com/game/xbox-360/the-outfit"
"The Saboteur","xbox360",73,"2009-12-08","https://www.metacritic.com/game/xbox-360/the-saboteur"
"The Simpsons Game","xbox360",71,"2007-10-30","https://www.metacritic.com/game/xbox-360/the-simpsons-game"
"The Sims 3","xbox360",76,"2010-10-26","https://www.metacritic.com/game/xbox-360/the-sims-3"
"The Sims 3: Pets","xbox360",70,"2011-10-18","https://www.metacritic.com/game/xbox-360/the-sims-3-pets"
"The Splatters","xbox360",72,"2012-04-11","https://www.metacritic.com/game/xbox-360/the-splatters"
"The Walking Dead: Season Two Episode 4 - Amid the Ruins","xbox360",71,"2014-07-23","https://www.metacritic.com/game/xbox-360/the-walking-dead-season-two-episode-4---amid-the-ruins"
"The Wolf Among Us: Episode 2 - Smoke and Mirrors","xbox360",73,"2014-02-05","https://www.metacritic.com/game/xbox-360/the-wolf-among-us-episode-2---smoke-and-mirrors"
"The Wolf Among Us: Episode 4 - In Sheep's Clothing","xbox360",74,"2014-05-28","https://www.metacritic.com/game/xbox-360/the-wolf-among-us-episode-4---in-sheeps-clothing"
"Thrillville: Off the Rails","xbox360",73,"2007-10-09","https://www.metacritic.com/game/xbox-360/thrillville-off-the-rails"
"Ticket to Ride","xbox360",70,"2008-06-25","https://www.metacritic.com/game/xbox-360/ticket-to-ride"
"Tiger Woods PGA Tour 06","xbox360",71,"2005-11-16","https://www.metacritic.com/game/xbox-360/tiger-woods-pga-tour-06"
"Tiger Woods PGA Tour 13","xbox360",77,"2012-03-27","https://www.metacritic.com/game/xbox-360/tiger-woods-pga-tour-13"
"Tiger Woods PGA Tour 14","xbox360",77,"2013-03-26","https://www.metacritic.com/game/xbox-360/tiger-woods-pga-tour-14"
"TimeShift","xbox360",70,"2007-10-30","https://www.metacritic.com/game/xbox-360/timeshift"
"Tom Clancy's HAWX","xbox360",73,"2009-03-03","https://www.metacritic.com/game/xbox-360/tom-clancys-hawx"
"Tomb Raider: Underworld","xbox360",76,"2008-11-18","https://www.metacritic.com/game/xbox-360/tomb-raider-underworld"
"Tony Hawk's American Wasteland","xbox360",75,"2005-11-16","https://www.metacritic.com/game/xbox-360/tony-hawks-american-wasteland"
"Tony Hawk's Proving Ground","xbox360",72,"2007-10-15","https://www.metacritic.com/game/xbox-360/tony-hawks-proving-ground"
"Top Spin 2","xbox360",75,"2006-03-29","https://www.metacritic.com/game/xbox-360/top-spin-2"
"Transformers: War for Cybertron","xbox360",76,"2010-06-22","https://www.metacritic.com/game/xbox-360/transformers-war-for-cybertron"
"Tropico 3","xbox360",75,"2010-02-16","https://www.metacritic.com/game/xbox-360/tropico-3"
"Tropico 4","xbox360",77,"2011-10-18","https://www.metacritic.com/game/xbox-360/tropico-4"
"Trouble Witches Neo!","xbox360",69,"2011-04-27","https://www.metacritic.com/game/xbox-360/trouble-witches-neo!"
"UEFA Champions League 2006-2007","xbox360",72,"2007-03-20","https://www.metacritic.com/game/xbox-360/uefa-champions-league-2006-2007"
"UEFA Euro 2012","xbox360",70,"2012-04-24","https://www.metacritic.com/game/xbox-360/uefa-euro-2012"
"UFC Personal Trainer: The Ultimate Fitness System","xbox360",70,"2011-06-28","https://www.metacritic.com/game/xbox-360/ufc-personal-trainer-the-ultimate-fitness-system"
"Ultimate Mortal Kombat 3","xbox360",70,"2006-10-22","https://www.metacritic.com/game/xbox-360/ultimate-mortal-kombat-3"
"Undertow","xbox360",76,"2007-11-21","https://www.metacritic.com/game/xbox-360/undertow"
"Uno Rush","xbox360",77,"2009-03-25","https://www.metacritic.com/game/xbox-360/uno-rush"
"Virtua Tennis 2009","xbox360",70,"2009-06-09","https://www.metacritic.com/game/xbox-360/virtua-tennis-2009"
"Virtua Tennis 4","xbox360",70,"2011-05-10","https://www.metacritic.com/game/xbox-360/virtua-tennis-4"
"Virtual-On: Oratorio Tangram Ver.5.66","xbox360",73,"2009-04-29","https://www.metacritic.com/game/xbox-360/virtual-on-oratorio-tangram-ver566"
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!","xbox360",72,"2009-11-04","https://www.metacritic.com/game/xbox-360/wallace-gromits-grand-adventures-episode-3-muzzled!"
"Warhammer 40,000: Space Marine","xbox360",76,"2011-09-06","https://www.metacritic.com/game/xbox-360/warhammer-40000-space-marine"
"Warp","xbox360",73,"2012-02-15","https://www.metacritic.com/game/xbox-360/warp"
"Warriors Orochi 3","xbox360",71,"2012-03-27","https://www.metacritic.com/game/xbox-360/warriors-orochi-3"
"Wet","xbox360",69,"2009-09-15","https://www.metacritic.com/game/xbox-360/wet"
"Wolfenstein","xbox360",72,"2009-08-18","https://www.metacritic.com/game/xbox-360/wolfenstein"
"World Gone Sour","xbox360",69,"2012-04-11","https://www.metacritic.com/game/xbox-360/world-gone-sour"
"World Series of Poker 2008: Battle for the Bracelets","xbox360",74,"2007-09-26","https://www.metacritic.com/game/xbox-360/world-series-of-poker-2008-battle-for-the-bracelets"
"World Series of Poker: Tournament of Champions","xbox360",69,"2006-09-21","https://www.metacritic.com/game/xbox-360/world-series-of-poker-tournament-of-champions"
"Worms","xbox360",75,"2007-03-07","https://www.metacritic.com/game/xbox-360/worms"
"Worms Revolution","xbox360",73,"2012-10-10","https://www.metacritic.com/game/xbox-360/worms-revolution"
"WWE '12","xbox360",71,"2011-11-22","https://www.metacritic.com/game/xbox-360/wwe-12"
"WWE 2K14","xbox360",75,"2013-10-29","https://www.metacritic.com/game/xbox-360/wwe-2k14"
"WWE All Stars","xbox360",75,"2011-03-29","https://www.metacritic.com/game/xbox-360/wwe-all-stars"
"WWE Legends of WrestleMania","xbox360",71,"2009-03-24","https://www.metacritic.com/game/xbox-360/wwe-legends-of-wrestlemania"
"WWE SmackDown vs. Raw 2008","xbox360",71,"2007-11-13","https://www.metacritic.com/game/xbox-360/wwe-smackdown-vs-raw-2008"
"WWE SmackDown vs. Raw 2011","xbox360",75,"2010-10-26","https://www.metacritic.com/game/xbox-360/wwe-smackdown-vs-raw-2011"
"X-Men Origins: Wolverine","xbox360",75,"2009-05-01","https://www.metacritic.com/game/xbox-360/x-men-origins-wolverine"
"X-Men: The Arcade Game","xbox360",70,"2010-12-15","https://www.metacritic.com/game/xbox-360/x-men-the-arcade-game"
"Your Shape: Fitness Evolved","xbox360",73,"2010-11-04","https://www.metacritic.com/game/xbox-360/your-shape-fitness-evolved"
"Zeit Squared","xbox360",71,"2011-01-12","https://www.metacritic.com/game/xbox-360/zeit-squared"
"Zeno Clash: Ultimate Edition","xbox360",74,"2010-05-05","https://www.metacritic.com/game/xbox-360/zeno-clash-ultimate-edition"
"Zone of the Enders HD Collection","xbox360",75,"2012-10-30","https://www.metacritic.com/game/xbox-360/zone-of-the-enders-hd-collection"
"Zuma's Revenge!","xbox360",76,"2012-07-11","https://www.metacritic.com/game/xbox-360/zumas-revenge!"
"Zumba Fitness Rush","xbox360",73,"2012-02-13","https://www.metacritic.com/game/xbox-360/zumba-fitness-rush"
".hack//G.U. vol. 1//Rebirth","ps2",69,"2006-10-24","https://www.metacritic.com/game/playstation-2/hackgu-vol-1rebirth"
".hack//Infection Part 1","ps2",75,"2003-02-10","https://www.metacritic.com/game/playstation-2/hackinfection-part-1"
".hack//Mutation Part 2","ps2",76,"2003-05-06","https://www.metacritic.com/game/playstation-2/hackmutation-part-2"
".hack//Outbreak Part 3","ps2",70,"2003-09-09","https://www.metacritic.com/game/playstation-2/hackoutbreak-part-3"
".hack//Quarantine Part 4","ps2",70,"2004-01-14","https://www.metacritic.com/game/playstation-2/hackquarantine-part-4"
"1942: Joint Strike","ps3",69,"2008-07-24","https://www.metacritic.com/game/playstation-3/1942-joint-strike"
"2002 FIFA World Cup","ps2",73,"2002-04-22","https://www.metacritic.com/game/playstation-2/2002-fifa-world-cup"
"2002 FIFA World Cup","xbox",79,"2002-04-22","https://www.metacritic.com/game/xbox/2002-fifa-world-cup"
"2010 FIFA World Cup South Africa","ps3",82,"2010-04-27","https://www.metacritic.com/game/playstation-3/2010-fifa-world-cup-south-africa"
"2010 FIFA World Cup South Africa","wii",70,"2010-04-27","https://www.metacritic.com/game/wii/2010-fifa-world-cup-south-africa"
"2010 FIFA World Cup South Africa","xbox360",83,"2010-04-27","https://www.metacritic.com/game/xbox-360/2010-fifa-world-cup-south-africa"
"2014 FIFA World Cup Brazil","ps3",73,"2014-04-15","https://www.metacritic.com/game/playstation-3/2014-fifa-world-cup-brazil"
"3D Dot Game Heroes","ps3",77,"2010-05-11","https://www.metacritic.com/game/playstation-3/3d-dot-game-heroes"
"50 Cent: Blood on the Sand","ps3",72,"2009-02-24","https://www.metacritic.com/game/playstation-3/50-cent-blood-on-the-sand"
"A Boy and His Blob","wii",80,"2009-10-13","https://www.metacritic.com/game/wii/a-boy-and-his-blob"
"A Kingdom for Keflings","xbox360",78,"2008-11-19","https://www.metacritic.com/game/xbox-360/a-kingdom-for-keflings"
"Abyss","wiiu",59,"2014-05-01","https://www.metacritic.com/game/wii-u/abyss"
"Abyss Odyssey","ps3",70,"2014-07-15","https://www.metacritic.com/game/playstation-3/abyss-odyssey"
"Ace Combat 6: Fires of Liberation","xbox360",80,"2007-10-23","https://www.metacritic.com/game/xbox-360/ace-combat-6-fires-of-liberation"
"Ace Combat Zero: The Belkan War","ps2",75,"2006-04-25","https://www.metacritic.com/game/playstation-2/ace-combat-zero-the-belkan-war"
"Ace Combat: Assault Horizon","ps3",77,"2011-10-11","https://www.metacritic.com/game/playstation-3/ace-combat-assault-horizon"
"Ace Combat: Assault Horizon","xbox360",78,"2011-10-11","https://www.metacritic.com/game/xbox-360/ace-combat-assault-horizon"
"Activision Anthology","ps2",75,"2002-11-19","https://www.metacritic.com/game/playstation-2/activision-anthology"
"Advent Rising","xbox",68,"2005-05-31","https://www.metacritic.com/game/xbox/advent-rising"
"Adventure Time: Explore the Dungeon Because I DON'T KNOW!","wiiu",40,"2013-11-19","https://www.metacritic.com/game/wii-u/adventure-time-explore-the-dungeon-because-i-dont-know!"
"Adventures of Pip","wiiu",78,"2015-06-04","https://www.metacritic.com/game/wii-u/adventures-of-pip"
"Aeon Flux","xbox",69,"2005-11-17","https://www.metacritic.com/game/xbox/aeon-flux"
"Affordable Space Adventures","wiiu",81,"2015-04-09","https://www.metacritic.com/game/wii-u/affordable-space-adventures"
"After Burner Climax","ps3",75,"2010-04-22","https://www.metacritic.com/game/playstation-3/after-burner-climax"
"Age of Booty","ps3",74,"2008-10-16","https://www.metacritic.com/game/playstation-3/age-of-booty"
"Aggressive Inline","xbox",85,"2002-07-29","https://www.metacritic.com/game/xbox/aggressive-inline"
"AirBlade","ps2",70,"2002-01-28","https://www.metacritic.com/game/playstation-2/airblade"
"Akimi Village","ps3",69,"2011-06-15","https://www.metacritic.com/game/playstation-3/akimi-village"
"Alan Wake","xbox360",83,"2010-05-18","https://www.metacritic.com/game/xbox-360/alan-wake"
"Alan Wake: The Writer","xbox360",80,"2010-10-12","https://www.metacritic.com/game/xbox-360/alan-wake-the-writer"
"Alice: Madness Returns","ps3",70,"2011-06-14","https://www.metacritic.com/game/playstation-3/alice-madness-returns"
"Alien Breed","ps3",68,"2013-02-12","https://www.metacritic.com/game/playstation-3/alien-breed"
