platform,Title,Score,compatibility,link,user score,release date,Price,price charting id,,release year,score tier,score pctl,price tier,price pctl,points per dollar,ppd 69,
playstation-2,Jak and Daxter: The Lost Frontier,72,,https://www.metacritic.com/game/playstation-2/jak-and-daxter-the-lost-frontier,5.6,"Nov 3, 2009",,,,2009,,,,,,,
playstation-2,Bombastic,72,,https://www.metacritic.com/game/playstation-2/bombastic,7.2,"Aug 27, 2003",,,,2003,,,,,,,
playstation-2,Sega SuperStars,72,,https://www.metacritic.com/game/playstation-2/sega-superstars,7.1,"Nov 3, 2004",,,,2004,,,,,,,
playstation-2,Arc the Lad: Twilight of the Spirits,72,,https://www.metacritic.com/game/playstation-2/arc-the-lad-twilight-of-the-spirits,8.4,"Jun 25, 2003",,,,2003,,,,,,,
playstation-2,Disney Golf,72,,https://www.metacritic.com/game/playstation-2/disney-golf,8,"Oct 16, 2002",,,,2002,,,,,,,
playstation-2,Namco Museum,72,,https://www.metacritic.com/game/playstation-2/namco-museum,6.6,"Dec 4, 2001",,,,2001,,,,,,,
playstation-2,Dragon Ball Z: Budokai Tenkaichi,72,,https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-tenkaichi,8.3,"Oct 18, 2005",,,,2005,,,,,,,
playstation-2,James Bond 007: Agent Under Fire,72,,https://www.metacritic.com/game/playstation-2/james-bond-007-agent-under-fire,7.9,"Nov 13, 2001",,,,2001,,,,,,,
playstation-2,Legend of Kay,72,,https://www.metacritic.com/game/playstation-2/legend-of-kay,7.6,"Sep 21, 2005",,,,2005,,,,,,,
playstation-2,All-Star Baseball 2005,72,,https://www.metacritic.com/game/playstation-2/all-star-baseball-2005,8.6,"Apr 8, 2004",,,,2004,,,,,,,
playstation-2,Ar tonelico II: Melody of Metafalica,71,,https://www.metacritic.com/game/playstation-2/ar-tonelico-ii-melody-of-metafalica,8.5,"Jan 20, 2009",,,,2009,,,,,,,
playstation-2,Brothers in Arms: Earned in Blood,71,,https://www.metacritic.com/game/playstation-2/brothers-in-arms-earned-in-blood,7.9,"Oct 26, 2005",,,,2005,,,,,,,
playstation-2,Wild ARMs 5,71,,https://www.metacritic.com/game/playstation-2/wild-arms-5,7.7,"Aug 28, 2007",,,,2007,,,,,,,
playstation-2,The King of Fighters 2000/2001,71,,https://www.metacritic.com/game/playstation-2/the-king-of-fighters-20002001,8.7,"Dec 9, 2003",,,,2003,,,,,,,
playstation-2,G1 Jockey 3,71,,https://www.metacritic.com/game/playstation-2/g1-jockey-3,8.2,"May 28, 2003",,,,2003,,,,,,,
playstation-2,Stuntman,71,,https://www.metacritic.com/game/playstation-2/stuntman,5.4,"Jun 23, 2002",,,,2002,,,,,,,
playstation-2,Mobile Suit Gundam: Zeonic Front,71,,https://www.metacritic.com/game/playstation-2/mobile-suit-gundam-zeonic-front,8.8,"Jan 15, 2002",,,,2002,,,,,,,
playstation-2,Project Eden,71,,https://www.metacritic.com/game/playstation-2/project-eden,7.9,"Oct 22, 2001",,,,2001,,,,,,,
playstation-2,Graffiti Kingdom,71,,https://www.metacritic.com/game/playstation-2/graffiti-kingdom,7.1,"Jul 28, 2005",,,,2005,,,,,,,
playstation-2,Total Overdose: A Gunslinger's Tale in Mexico,71,,https://www.metacritic.com/game/playstation-2/total-overdose-a-gunslingers-tale-in-mexico,8.4,"Sep 27, 2005",,,,2005,,,,,,,
playstation-2,CMT Presents: Karaoke Revolution Country,71,,https://www.metacritic.com/game/playstation-2/cmt-presents-karaoke-revolution-country,,"Mar 21, 2006",,,,2006,,,,,,,
playstation-2,RoadKill,71,,https://www.metacritic.com/game/playstation-2/roadkill,7.8,"Oct 13, 2003",,,,2003,,,,,,,
playstation-2,Kessen II,71,,https://www.metacritic.com/game/playstation-2/kessen-ii,8,"Sep 26, 2001",,,,2001,,,,,,,
playstation-2,Rugby 2005,71,,https://www.metacritic.com/game/playstation-2/rugby-2005,8.6,"Mar 8, 2005",,,,2005,,,,,,,
playstation-2,Forgotten Realms: Demon Stone,71,,https://www.metacritic.com/game/playstation-2/forgotten-realms-demon-stone,7.1,"Sep 14, 2004",,,,2004,,,,,,,
playstation-2,Shinobi,71,,https://www.metacritic.com/game/playstation-2/shinobi,8.2,"Nov 10, 2002",,,,2002,,,,,,,
playstation-2,Cars,71,,https://www.metacritic.com/game/playstation-2/cars,8.8,"Jun 6, 2006",,,,2006,,,,,,,
playstation-2,WWE SmackDown vs. Raw 2008,71,,https://www.metacritic.com/game/playstation-2/wwe-smackdown-vs-raw-2008,7.3,"Nov 13, 2007",,,,2007,,,,,,,
playstation-2,Bloody Roar 3,71,,https://www.metacritic.com/game/playstation-2/bloody-roar-3,8.5,"Jun 25, 2001",,,,2001,,,,,,,
playstation-2,MotoGP 4,71,,https://www.metacritic.com/game/playstation-2/motogp-4,7.9,"Jun 20, 2006",,,,2006,,,,,,,
playstation-2,NCAA College Football 2K3,71,,https://www.metacritic.com/game/playstation-2/ncaa-college-football-2k3,7.6,"Aug 7, 2002",,,,2002,,,,,,,
playstation-2,Star Wars: Super Bombad Racing,71,,https://www.metacritic.com/game/playstation-2/star-wars-super-bombad-racing,5.3,"Apr 23, 2001",,,,2001,,,,,,,
playstation-2,State of Emergency,71,,https://www.metacritic.com/game/playstation-2/state-of-emergency,6.2,"Feb 12, 2002",,,,2002,,,,,,,
playstation-2,Guitar Hero: Aerosmith,71,,https://www.metacritic.com/game/playstation-2/guitar-hero-aerosmith,6.6,"Jun 29, 2008",,,,2008,,,,,,,
playstation-2,Ty the Tasmanian Tiger 2: Bush Rescue,71,,https://www.metacritic.com/game/playstation-2/ty-the-tasmanian-tiger-2-bush-rescue,8.2,"Oct 12, 2004",,,,2004,,,,,,,
playstation-2,SpongeBob SquarePants: Battle for Bikini Bottom,71,,https://www.metacritic.com/game/playstation-2/spongebob-squarepants-battle-for-bikini-bottom,8.8,"Oct 31, 2003",,,,2003,,,,,,,
playstation-2,Metal Slug 4 & 5,71,,https://www.metacritic.com/game/playstation-2/metal-slug-4-5,7.8,"May 25, 2005",,,,2005,,,,,,,
playstation-2,Full Spectrum Warrior: Ten Hammers,71,,https://www.metacritic.com/game/playstation-2/full-spectrum-warrior-ten-hammers,8,"Mar 28, 2006",,,,2006,,,,,,,
playstation-2,Tak 2: The Staff of Dreams,71,,https://www.metacritic.com/game/playstation-2/tak-2-the-staff-of-dreams,8.3,"Oct 11, 2004",,,,2004,,,,,,,
playstation-2,P.T.O. IV: Pacific Theater of Operations,71,,https://www.metacritic.com/game/playstation-2/pto-iv-pacific-theater-of-operations,6.6,"Feb 3, 2003",,,,2003,,,,,,,
playstation-2,Grandia II,71,,https://www.metacritic.com/game/playstation-2/grandia-ii,8.8,"Jan 28, 2002",,,,2002,,,,,,,
playstation-2,Rogue Trooper,71,,https://www.metacritic.com/game/playstation-2/rogue-trooper,8.4,"May 23, 2006",,,,2006,,,,,,,
playstation-2,The Sims 2: Castaway,71,,https://www.metacritic.com/game/playstation-2/the-sims-2-castaway,8.1,"Oct 22, 2007",,,,2007,,,,,,,
playstation-2,Dynasty Warriors 4: Empires,71,,https://www.metacritic.com/game/playstation-2/dynasty-warriors-4-empires,8.7,"Aug 31, 2004",,,,2004,,,,,,,
playstation-2,Resident Evil Outbreak,71,,https://www.metacritic.com/game/playstation-2/resident-evil-outbreak,8.3,"Mar 31, 2004",,,,2004,,,,,,,
playstation-2,F1 Championship Season 2000,71,,https://www.metacritic.com/game/playstation-2/f1-championship-season-2000,,"Dec 19, 2000",,,,2000,,,,,,,
playstation-2,Romance of the Three Kingdoms X,71,,https://www.metacritic.com/game/playstation-2/romance-of-the-three-kingdoms-x,8.3,"Jun 21, 2005",,,,2005,,,,,,,
playstation-2,Harry Potter and the Chamber of Secrets,71,,https://www.metacritic.com/game/playstation-2/harry-potter-and-the-chamber-of-secrets,7.5,"Nov 14, 2002",,,,2002,,,,,,,
playstation-2,Ar tonelico: Melody of Elemia,71,,https://www.metacritic.com/game/playstation-2/ar-tonelico-melody-of-elemia,8.7,"Feb 6, 2007",,,,2007,,,,,,,
playstation-2,EyeToy: AntiGrav,71,,https://www.metacritic.com/game/playstation-2/eyetoy-antigrav,7.5,"Nov 9, 2004",,,,2004,,,,,,,
playstation-2,Ecco the Dolphin: Defender of the Future,71,,https://www.metacritic.com/game/playstation-2/ecco-the-dolphin-defender-of-the-future,8.6,"Mar 3, 2002",,,,2002,,,,,,,
playstation-2,Stuntman Ignition,71,,https://www.metacritic.com/game/playstation-2/stuntman-ignition,6.3,"Aug 28, 2007",,,,2007,,,,,,,
playstation-2,Suzuki TT Superbikes,71,,https://www.metacritic.com/game/playstation-2/suzuki-tt-superbikes,8.5,"Aug 4, 2005",,,,2005,,,,,,,
playstation-2,Shrek 2,71,,https://www.metacritic.com/game/playstation-2/shrek-2,6.4,"Apr 28, 2004",,,,2004,,,,,,,
playstation-2,Hulk,71,,https://www.metacritic.com/game/playstation-2/hulk,7.9,"May 27, 2003",,,,2003,,,,,,,
playstation-2,Sub Rebellion,71,,https://www.metacritic.com/game/playstation-2/sub-rebellion,,"Oct 12, 2002",,,,2002,,,,,,,
playstation-2,Gallop Racer 2001,71,,https://www.metacritic.com/game/playstation-2/gallop-racer-2001,8.7,"Aug 20, 2001",,,,2001,,,,,,,
playstation-2,Castlevania: Curse of Darkness,70,,https://www.metacritic.com/game/playstation-2/castlevania-curse-of-darkness,8.2,"Nov 1, 2005",,,,2005,,,,,,,
playstation-2,BloodRayne 2,70,,https://www.metacritic.com/game/playstation-2/bloodrayne-2,7.5,"Oct 12, 2004",,,,2004,,,,,,,
playstation-2,Tom Clancy's Ghost Recon: Jungle Storm,70,,https://www.metacritic.com/game/playstation-2/tom-clancys-ghost-recon-jungle-storm,6,"Mar 16, 2004",,,,2004,,,,,,,
playstation-2,.hack//Outbreak Part 3,70,,https://www.metacritic.com/game/playstation-2/hackoutbreak-part-3,8.3,"Sep 9, 2003",,,,2003,,,,,,,
playstation-2,Wizardry: Tale of the Forsaken Land,70,,https://www.metacritic.com/game/playstation-2/wizardry-tale-of-the-forsaken-land,7.9,"Dec 19, 2001",,,,2001,,,,,,,
playstation-2,NBA Live 2002,70,,https://www.metacritic.com/game/playstation-2/nba-live-2002,7.1,"Oct 29, 2001",,,,2001,,,,,,,
playstation-2,The Urbz: Sims in the City,70,,https://www.metacritic.com/game/playstation-2/the-urbz-sims-in-the-city,8.2,"Nov 9, 2004",,,,2004,,,,,,,
playstation-2,Scaler,70,,https://www.metacritic.com/game/playstation-2/scaler,8.5,"Oct 21, 2004",,,,2004,,,,,,,
playstation-2,Harry Potter and the Prisoner of Azkaban,70,,https://www.metacritic.com/game/playstation-2/harry-potter-and-the-prisoner-of-azkaban,8.4,"Jun 2, 2004",,,,2004,,,,,,,
playstation-2,Worms 3D,70,,https://www.metacritic.com/game/playstation-2/worms-3d,7.7,"Mar 11, 2004",,,,2004,,,,,,,
playstation-2,Dual Hearts,70,,https://www.metacritic.com/game/playstation-2/dual-hearts,,"Sep 23, 2002",,,,2002,,,,,,,
playstation-2,Silent Hill: Origins,70,,https://www.metacritic.com/game/playstation-2/silent-hill-origins,7.6,"Mar 4, 2008",,,,2008,,,,,,,
playstation-2,Gallop Racer 2004,70,,https://www.metacritic.com/game/playstation-2/gallop-racer-2004,8.7,"Aug 31, 2004",,,,2004,,,,,,,
playstation-2,Enthusia Professional Racing,70,,https://www.metacritic.com/game/playstation-2/enthusia-professional-racing,7.5,"May 3, 2005",,,,2005,,,,,,,
playstation-2,FlatOut,70,,https://www.metacritic.com/game/playstation-2/flatout,8,"Jul 12, 2005",,,,2005,,,,,,,
playstation-2,Major League Baseball 2K6,70,,https://www.metacritic.com/game/playstation-2/major-league-baseball-2k6,5.2,"Apr 3, 2006",,,,2006,,,,,,,
playstation-2,Tom Clancy's Rainbow Six: Lockdown,70,,https://www.metacritic.com/game/playstation-2/tom-clancys-rainbow-six-lockdown,7.2,"Sep 6, 2005",,,,2005,,,,,,,
playstation-2,Conflict: Desert Storm II - Back to Baghdad,70,,https://www.metacritic.com/game/playstation-2/conflict-desert-storm-ii---back-to-baghdad,8.3,"Oct 8, 2003",,,,2003,,,,,,,
playstation-2,F1 Career Challenge,70,,https://www.metacritic.com/game/playstation-2/f1-career-challenge,7.7,"Jun 24, 2003",,,,2003,,,,,,,
playstation-2,Test Drive Off-Road Wide Open,70,,https://www.metacritic.com/game/playstation-2/test-drive-off-road-wide-open,6.3,"Aug 24, 2001",,,,2001,,,,,,,
playstation-2,Hot Shots Tennis,70,,https://www.metacritic.com/game/playstation-2/hot-shots-tennis,7.9,"Jul 17, 2007",,,,2007,,,,,,,
playstation-2,Nobunaga's Ambition: Rise to Power,70,,https://www.metacritic.com/game/playstation-2/nobunagas-ambition-rise-to-power,7.8,"Feb 5, 2008",,,,2008,,,,,,,
playstation-2,.hack//Quarantine Part 4,70,,https://www.metacritic.com/game/playstation-2/hackquarantine-part-4,8.2,"Jan 14, 2004",,,,2004,,,,,,,
playstation-2,Killzone,70,,https://www.metacritic.com/game/playstation-2/killzone,7.4,"Nov 2, 2004",,,,2004,,,,,,,
playstation-2,Buzz! Junior: Jungle Party,70,,https://www.metacritic.com/game/playstation-2/buzz!-junior-jungle-party,8,"Oct 2, 2007",,,,2007,,,,,,,
playstation-2,Pitfall: The Lost Expedition,70,,https://www.metacritic.com/game/playstation-2/pitfall-the-lost-expedition,8.7,"Feb 18, 2004",,,,2004,,,,,,,
playstation-2,AirBlade,70,,https://www.metacritic.com/game/playstation-2/airblade,5.8,"Jan 28, 2002",,,,2002,,,,,,,
playstation-2,Fatal Fury: Battle Archives Volume 2,70,,https://www.metacritic.com/game/playstation-2/fatal-fury-battle-archives-volume-2,,"Apr 8, 2008",,,,2008,,,,,,,
playstation-2,Tom Clancy's Rainbow Six 3,70,,https://www.metacritic.com/game/playstation-2/tom-clancys-rainbow-six-3,8.1,"Mar 24, 2004",,,,2004,,,,,,,
playstation-2,Crash of the Titans,70,,https://www.metacritic.com/game/playstation-2/crash-of-the-titans,6.5,"Oct 4, 2007",,,,2007,,,,,,,
playstation-2,NFL Street 3,70,,https://www.metacritic.com/game/playstation-2/nfl-street-3,8.5,"Nov 14, 2006",,,,2006,,,,,,,
playstation-2,Dance Dance Revolution SuperNOVA 2,70,,https://www.metacritic.com/game/playstation-2/dance-dance-revolution-supernova-2,8,"Sep 25, 2007",,,,2007,,,,,,,
playstation-2,Greg Hastings' Tournament Paintball Max'd,70,,https://www.metacritic.com/game/playstation-2/greg-hastings-tournament-paintball-maxd,8.2,"Sep 26, 2006",,,,2006,,,,,,,
playstation-2,Killer7,70,,https://www.metacritic.com/game/playstation-2/killer7,8.7,"Jul 7, 2005",,,,2005,,,,,,,
playstation-2,SingStar Pop Vol. 2,70,,https://www.metacritic.com/game/playstation-2/singstar-pop-vol-2,,"Sep 23, 2008",,,,2008,,,,,,,
playstation-2,Okage: Shadow King,70,,https://www.metacritic.com/game/playstation-2/okage-shadow-king,8,"Oct 1, 2001",,,,2001,,,,,,,
playstation-2,Thrillville: Off the Rails,70,,https://www.metacritic.com/game/playstation-2/thrillville-off-the-rails,2.1,"Oct 9, 2007",,,,2007,,,,,,,
playstation-2,Ferrari F355 Challenge,70,,https://www.metacritic.com/game/playstation-2/ferrari-f355-challenge,5.5,"Sep 28, 2002",,,,2002,,,,,,,
playstation-2,Mana Khemia 2: Fall of Alchemy,70,,https://www.metacritic.com/game/playstation-2/mana-khemia-2-fall-of-alchemy,8.5,"Aug 25, 2009",,,,2009,,,,,,,
playstation-2,Syphon Filter: Dark Mirror,70,,https://www.metacritic.com/game/playstation-2/syphon-filter-dark-mirror,8.3,"Sep 18, 2007",,,,2007,,,,,,,
playstation-2,Sega Superstars Tennis,70,,https://www.metacritic.com/game/playstation-2/sega-superstars-tennis,8.3,"Mar 18, 2008",,,,2008,,,,,,,
playstation-2,Ty the Tasmanian Tiger,70,,https://www.metacritic.com/game/playstation-2/ty-the-tasmanian-tiger,8.8,"Sep 10, 2002",,,,2002,,,,,,,
playstation-2,Wild Arms 4,69,,https://www.metacritic.com/game/playstation-2/wild-arms-4,7,"Jan 10, 2006",,,,2006,,,,,,,
playstation-2,Shining Force Neo,69,,https://www.metacritic.com/game/playstation-2/shining-force-neo,8.2,"Oct 20, 2005",,,,2005,,,,,,,
playstation-2,Herdy Gerdy,69,,https://www.metacritic.com/game/playstation-2/herdy-gerdy,5.2,"Mar 4, 2002",,,,2002,,,,,,,
playstation-2,MXRider,69,,https://www.metacritic.com/game/playstation-2/mxrider,7.3,"Oct 30, 2001",,,,2001,,,,,,,
playstation-2,Mana Khemia: Alchemists of Al-Revis,69,,https://www.metacritic.com/game/playstation-2/mana-khemia-alchemists-of-al-revis,8.8,"Apr 1, 2008",,,,2008,,,,,,,
playstation-2,Driver: Parallel Lines,69,,https://www.metacritic.com/game/playstation-2/driver-parallel-lines,7.1,"Mar 14, 2006",,,,2006,,,,,,,
playstation-2,IndyCar Series,69,,https://www.metacritic.com/game/playstation-2/indycar-series,,"May 21, 2003",,,,2003,,,,,,,
playstation-2,Guitar Hero Encore: Rocks the 80s,69,,https://www.metacritic.com/game/playstation-2/guitar-hero-encore-rocks-the-80s,6.4,"Jul 24, 2007",,,,2007,,,,,,,
playstation-2,.hack//G.U. vol. 1//Rebirth,69,,https://www.metacritic.com/game/playstation-2/hackgu-vol-1rebirth,8,"Oct 24, 2006",,,,2006,,,,,,,
playstation-2,One Piece: Grand Battle,69,,https://www.metacritic.com/game/playstation-2/one-piece-grand-battle,8.3,"Sep 7, 2005",,,,2005,,,,,,,
playstation-2,The Haunted Mansion,69,,https://www.metacritic.com/game/playstation-2/the-haunted-mansion,8.1,"Oct 14, 2003",,,,2003,,,,,,,
playstation-2,Shark Tale,69,,https://www.metacritic.com/game/playstation-2/shark-tale,6,"Sep 27, 2004",,,,2004,,,,,,,
playstation-2,SNK Arcade Classics Vol. 1,69,,https://www.metacritic.com/game/playstation-2/snk-arcade-classics-vol-1,,"May 5, 2008",,,,2008,,,,,,,
playstation-2,NBA Ballers: Phenom,69,,https://www.metacritic.com/game/playstation-2/nba-ballers-phenom,8.5,"Apr 5, 2006",,,,2006,,,,,,,
playstation-2,Haven: Call of the King,69,,https://www.metacritic.com/game/playstation-2/haven-call-of-the-king,6.9,"Nov 17, 2002",,,,2002,,,,,,,
playstation-2,RPG Maker 3,69,,https://www.metacritic.com/game/playstation-2/rpg-maker-3,7.9,"Sep 21, 2005",,,,2005,,,,,,,
playstation-2,Marc Ecko's Getting Up: Contents Under Pressure,69,,https://www.metacritic.com/game/playstation-2/marc-eckos-getting-up-contents-under-pressure,7.4,"Feb 14, 2006",,,,2006,,,,,,,
playstation-2,SWAT: Global Strike Team,69,,https://www.metacritic.com/game/playstation-2/swat-global-strike-team,7.8,"Oct 29, 2003",,,,2003,,,,,,,
playstation-2,Buzz! Junior: Dino Den,69,,https://www.metacritic.com/game/playstation-2/buzz!-junior-dino-den,,"Sep 25, 2008",,,,2008,,,,,,,
playstation-2,Madagascar,69,,https://www.metacritic.com/game/playstation-2/madagascar,7.4,"May 23, 2005",,,,2005,,,,,,,
playstation-2,Ghosthunter,69,,https://www.metacritic.com/game/playstation-2/ghosthunter,8.7,"Aug 17, 2004",,,,2004,,,,,,,
playstation-2,Gallop Racer 2006,69,,https://www.metacritic.com/game/playstation-2/gallop-racer-2006,8.3,"May 2, 2006",,,,2006,,,,,,,
playstation-2,Disney's Chicken Little: Ace in Action,69,,https://www.metacritic.com/game/playstation-2/disneys-chicken-little-ace-in-action,,"Nov 9, 2006",,,,2006,,,,,,,
playstation-2,Scooby-Doo! Night of 100 Frights,69,,https://www.metacritic.com/game/playstation-2/scooby-doo!-night-of-100-frights,8.6,"May 20, 2002",,,,2002,,,,,,,
playstation-2,Oni,69,,https://www.metacritic.com/game/playstation-2/oni,7.3,"Jan 29, 2001",,,,2001,,,,,,,
playstation-2,Thrillville,69,,https://www.metacritic.com/game/playstation-2/thrillville,3.1,"Nov 21, 2006",,,,2006,,,,,,,
playstation-2,The Matrix: Path of Neo,69,,https://www.metacritic.com/game/playstation-2/the-matrix-path-of-neo,7.7,"Nov 7, 2005",,,,2005,,,,,,,
playstation-2,Silent Line: Armored Core,69,,https://www.metacritic.com/game/playstation-2/silent-line-armored-core,8.6,"Jul 17, 2003",,,,2003,,,,,,,
playstation-2,Crash Nitro Kart,69,,https://www.metacritic.com/game/playstation-2/crash-nitro-kart,8,"Nov 11, 2003",,,,2003,,,,,,,
playstation-2,Clock Tower 3,69,,https://www.metacritic.com/game/playstation-2/clock-tower-3,7.6,"Mar 18, 2003",,,,2003,,,,,,,
playstation-2,Tony Hawk's Project 8,69,,https://www.metacritic.com/game/playstation-2/tony-hawks-project-8,7.2,"Nov 7, 2006",,,,2006,,,,,,,
playstation-2,From Russia With Love,69,,https://www.metacritic.com/game/playstation-2/from-russia-with-love,7.6,"Nov 1, 2005",,,,2005,,,,,,,
playstation-2,SingStar Rocks!,69,,https://www.metacritic.com/game/playstation-2/singstar-rocks!,7.1,"Nov 14, 2006",,,,2006,,,,,,,
playstation-2,Downforce,69,,https://www.metacritic.com/game/playstation-2/downforce,7.8,"Jun 14, 2002",,,,2002,,,,,,,
playstation-2,Dynasty Warriors 5,69,,https://www.metacritic.com/game/playstation-2/dynasty-warriors-5,8.7,"Mar 29, 2005",,,,2005,,,,,,,
playstation-2,Mega Man X: Command Mission,69,,https://www.metacritic.com/game/playstation-2/mega-man-x-command-mission,9,"Sep 21, 2004",,,,2004,,,,,,,
playstation-2,Romance of the Three Kingdoms XI,69,,https://www.metacritic.com/game/playstation-2/romance-of-the-three-kingdoms-xi,8.4,"Feb 6, 2007",,,,2007,,,,,,,
playstation-2,Kya: Dark Lineage,69,,https://www.metacritic.com/game/playstation-2/kya-dark-lineage,8.4,"Nov 18, 2003",,,,2003,,,,,,,
playstation-2,Kingdom Hearts Re: Chain of Memories,68,,https://www.metacritic.com/game/playstation-2/kingdom-hearts-re-chain-of-memories,7.8,"Dec 2, 2008",,,,2008,,,,,,,
playstation-2,The Sims 2: Pets,68,,https://www.metacritic.com/game/playstation-2/the-sims-2-pets,7.8,"Oct 17, 2006",,,,2006,,,,,,,
playstation-2,Rise to Honor,68,,https://www.metacritic.com/game/playstation-2/rise-to-honor,8.7,"Feb 17, 2004",,,,2004,,,,,,,
